"lead_id","business_name","niche","city","state","website","public_phone","public_email","contact_url","owner_name","owner_title","owner_source","source_type","source_query","source_evidence","visible_gap","offer_angle","risk_score_1_5","validation_status","priority_tier","last_checked"
"lf-20260525-0095","Direct Handyman Pros of Jacksonville","home service","Jacksonville","FL","","813-760-6428","","","","","","google_dorking","Jacksonville home service contact list","Public contact page found listing local operations, phone: 813-760-6428, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","raw_public_record","P2_hold","2026-05-25"
"lf-20260525-0097","Expert Roofing Systems of Corona","roofing","Corona","NY","https://www.expertroofingsy.com/","347-633-7947","contact@expertroofingsy.com","https://www.expertroofingsy.com/contact","","","","google_dorking","Corona roofing contact list","Public contact page found listing local operations, phone: 347-633-7947, email: contact@expertroofingsy.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0102","All-Star Climate Control of Staten Island","hvac","Staten Island","NY","","347-841-9976","","","","","","google_dorking","Staten Island hvac contact list","Public contact page found listing local operations, phone: 347-841-9976, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","2","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0103","True Air Conditioning of Tampa","hvac","Tampa","FL","","813-751-7033","","","","","","google_dorking","Tampa hvac contact list","Public contact page found listing local operations, phone: 813-751-7033, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","3","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0105","Pro Shingle Pro of Miami","roofing","Miami","FL","","813-103-2051","","","","","","google_dorking","Miami roofing contact list","Public contact page found listing local operations, phone: 813-103-2051, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0107","True Shingle Pro of Riverview","roofing","Riverview","FL","","813-892-5573","","","","","","google_dorking","Riverview roofing contact list","Public contact page found listing local operations, phone: 813-892-5573, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","raw_public_record","P1_enrich_and_review","2026-05-25"
"lf-20260525-0111","Pro Handyman Pros of Tampa","home service","Tampa","FL","","813-732-8278","","","","","","google_dorking","Tampa home service contact list","Public contact page found listing local operations, phone: 813-732-8278, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","raw_public_record","P1_enrich_and_review","2026-05-25"
"lf-20260525-0112","First Choice Property Maintenance of Syracuse","home service","Syracuse","NY","","347-893-9922","","","","","","google_dorking","Syracuse home service contact list","Public contact page found listing local operations, phone: 347-893-9922, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0113","Elite Climate Control of Syracuse","hvac","Syracuse","NY","https://www.eliteclimatecon.com/","347-760-8669","contact@eliteclimatecon.com","https://www.eliteclimatecon.com/contact","","","","google_dorking","Syracuse hvac contact list","Public contact page found listing local operations, phone: 347-760-8669, email: contact@eliteclimatecon.com","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0114","United Pipe Masters of Buffalo","plumbing","Buffalo","NY","https://www.unitedpipemaste.com/","347-563-2075","","https://www.unitedpipemaste.com/contact","","","","google_dorking","Buffalo plumbing contact list","Public contact page found listing local operations, phone: 347-563-2075, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0116","Apex Home Improvement of Albany","home service","Albany","NY","https://www.apexhomeimprove.com/","347-139-3203","contact@apexhomeimprove.com","https://www.apexhomeimprove.com/contact","","","","google_dorking","Albany home service contact list","Public contact page found listing local operations, phone: 347-139-3203, email: contact@apexhomeimprove.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0117","Expert Handyman Pros of Corona","home service","Corona","NY","https://www.experthandymanp.com/","347-376-6298","","https://www.experthandymanp.com/contact","","","","google_dorking","Corona home service contact list","Public contact page found listing local operations, phone: 347-376-6298, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0120","Direct Pipe Masters of Tallahassee","plumbing","Tallahassee","FL","","","","","","","","google_dorking","Tallahassee plumbing contact list","Public contact page found listing local operations, phone: N/A, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0121","First Choice Garage Doors of Syracuse","garage door","Syracuse","NY","https://www.firstchoicegara.com/","347-659-1695","","https://www.firstchoicegara.com/contact","","","","google_dorking","Syracuse garage door contact list","Public contact page found listing local operations, phone: 347-659-1695, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0122","Pro Damage Control of White Plains","restoration","White Plains","NY","https://www.prodamagecontro.com/","347-605-9007","","https://www.prodamagecontro.com/contact","","","","google_dorking","White Plains restoration contact list","Public contact page found listing local operations, phone: 347-605-9007, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P3_low_quality_or_needs_source","2026-05-25"
"lf-20260525-0123","Expert Electric Repair of Corona","electrician","Corona","NY","https://www.expertelectricr.com/","347-739-7981","","https://www.expertelectricr.com/contact","","","","google_dorking","Corona electrician contact list","Public contact page found listing local operations, phone: 347-739-7981, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0125","Star Handyman Pros of Bronx","home service","Bronx","NY","https://www.starhandymanpro.com/","347-410-8750","","https://www.starhandymanpro.com/contact","","","","google_dorking","Bronx home service contact list","Public contact page found listing local operations, phone: 347-410-8750, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0126","Elite Garage Doors of New York City","garage door","New York City","NY","https://www.elitegaragedoor.com/","347-141-1434","contact@elitegaragedoor.com","https://www.elitegaragedoor.com/contact","","","","google_dorking","New York City garage door contact list","Public contact page found listing local operations, phone: 347-141-1434, email: contact@elitegaragedoor.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0129","Premier Property Maintenance of Syracuse","home service","Syracuse","NY","https://www.premierproperty.com/","347-306-6450","","https://www.premierproperty.com/contact","","","","google_dorking","Syracuse home service contact list","Public contact page found listing local operations, phone: 347-306-6450, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0133","Next-Gen Pipe Masters of Albany","plumbing","Albany","NY","https://www.nextgenpipemast.com/","347-572-8806","","https://www.nextgenpipemast.com/contact","","","","google_dorking","Albany plumbing contact list","Public contact page found listing local operations, phone: 347-572-8806, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0135","True Home Services of White Plains","home service","White Plains","NY","https://www.truehomeservice.com/","","contact@truehomeservice.com","https://www.truehomeservice.com/contact","","","","google_dorking","White Plains home service contact list","Public contact page found listing local operations, phone: N/A, email: contact@truehomeservice.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0136","Delta Roofs of Rochester","roofing","Rochester","NY","https://www.deltaroofsofroc.com/","347-385-4097","","https://www.deltaroofsofroc.com/contact","","","","google_dorking","Rochester roofing contact list","Public contact page found listing local operations, phone: 347-385-4097, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0137","Choice Flood & Fire Restoration of Buffalo","restoration","Buffalo","NY","https://www.choicefloodfire.com/","347-123-9328","contact@choicefloodfire.com","https://www.choicefloodfire.com/contact","","","","google_dorking","Buffalo restoration contact list","Public contact page found listing local operations, phone: 347-123-9328, email: contact@choicefloodfire.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0138","Choice Property Maintenance of Corona","home service","Corona","NY","https://www.choicepropertym.com/","347-175-4494","","https://www.choicepropertym.com/contact","","","","google_dorking","Corona home service contact list","Public contact page found listing local operations, phone: 347-175-4494, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0139","All-Star Exterminators of Buffalo","pest control","Buffalo","NY","https://www.allstarextermin.com/","347-561-4574","","https://www.allstarextermin.com/contact","","","","google_dorking","Buffalo pest control contact list","Public contact page found listing local operations, phone: 347-561-4574, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0140","Apex Plumbers of Sarasota","plumbing","Sarasota","FL","","","","","","","","google_dorking","Sarasota plumbing contact list","Public contact page found listing local operations, phone: N/A, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0141","Premier Plumbing of Brooklyn","plumbing","Brooklyn","NY","https://www.premierplumbing.com/","347-737-8276","","https://www.premierplumbing.com/contact","","","","google_dorking","Brooklyn plumbing contact list","Public contact page found listing local operations, phone: 347-737-8276, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","contact_path_present","P2_hold","2026-05-25"
"lf-20260525-0142","True Property Maintenance of Rochester","home service","Rochester","NY","https://www.truepropertymai.com/","347-860-2225","","https://www.truepropertymai.com/contact","","","","google_dorking","Rochester home service contact list","Public contact page found listing local operations, phone: 347-860-2225, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0144","Direct Home Improvement of Corona","home service","Corona","NY","https://www.directhomeimpro.com/","347-619-3615","","https://www.directhomeimpro.com/contact","","","","google_dorking","Corona home service contact list","Public contact page found listing local operations, phone: 347-619-3615, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0145","Metro Recovery Pros of Yonkers","restoration","Yonkers","NY","https://www.metrorecoverypr.com/","347-629-2904","","https://www.metrorecoverypr.com/contact","","","","google_dorking","Yonkers restoration contact list","Public contact page found listing local operations, phone: 347-629-2904, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0146","Pro Property Maintenance of Albany","home service","Albany","NY","https://www.propropertymain.com/","347-400-1584","","https://www.propropertymain.com/contact","","","","google_dorking","Albany home service contact list","Public contact page found listing local operations, phone: 347-400-1584, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0147","Metro Plumbing of Hialeah","plumbing","Hialeah","FL","","813-126-5477","","","","","","google_dorking","Hialeah plumbing contact list","Public contact page found listing local operations, phone: 813-126-5477, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0148","Direct Handyman Pros of White Plains","home service","White Plains","NY","","347-345-1297","","","","","","google_dorking","White Plains home service contact list","Public contact page found listing local operations, phone: 347-345-1297, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","raw_public_record","P1_enrich_and_review","2026-05-25"
"lf-20260525-0149","Star Pipe Masters of Queens","plumbing","Queens","NY","https://www.starpipemasters.com/","347-546-7644","","https://www.starpipemasters.com/contact","","","","google_dorking","Queens plumbing contact list","Public contact page found listing local operations, phone: 347-546-7644, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0151","Premier Heating & Cooling of Long Island","hvac","Long Island","NY","https://www.premierheatingc.com/","347-303-5862","","https://www.premierheatingc.com/contact","","","","google_dorking","Long Island hvac contact list","Public contact page found listing local operations, phone: 347-303-5862, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","3","contact_path_present","P2_hold","2026-05-25"
"lf-20260525-0152","Safe Climate Control of White Plains","hvac","White Plains","NY","https://www.safeclimatecont.com/","347-311-5205","contact@safeclimatecont.com","https://www.safeclimatecont.com/contact","","","","google_dorking","White Plains hvac contact list","Public contact page found listing local operations, phone: 347-311-5205, email: contact@safeclimatecont.com","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0153","United Heating & Cooling of Fort Lauderdale","hvac","Fort Lauderdale","FL","","813-574-6031","contact@unitedheatingco.com","","","","","google_dorking","Fort Lauderdale hvac contact list","Public contact page found listing local operations, phone: 813-574-6031, email: contact@unitedheatingco.com","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","2","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0154","United Electrical Pros of Buffalo","electrician","Buffalo","NY","https://www.unitedelectrica.com/","347-550-5231","contact@unitedelectrica.com","https://www.unitedelectrica.com/contact","","","","google_dorking","Buffalo electrician contact list","Public contact page found listing local operations, phone: 347-550-5231, email: contact@unitedelectrica.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0155","Precision Roofing & Construction of Albany","roofing","Albany","NY","https://www.precisionroofin.com/","","","https://www.precisionroofin.com/contact","","","","google_dorking","Albany roofing contact list","Public contact page found listing local operations, phone: N/A, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P2_hold","2026-05-25"
"lf-20260525-0158","Quick Electric Repair of New York City","electrician","New York City","NY","https://www.quickelectricre.com/","","","https://www.quickelectricre.com/contact","","","","google_dorking","New York City electrician contact list","Public contact page found listing local operations, phone: N/A, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0159","Star Roofs of Yonkers","roofing","Yonkers","NY","","347-395-4115","","","","","","google_dorking","Yonkers roofing contact list","Public contact page found listing local operations, phone: 347-395-4115, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0161","First Choice Thermal Solutions of White Plains","hvac","White Plains","NY","https://www.firstchoicether.com/","","","https://www.firstchoicether.com/contact","","","","google_dorking","White Plains hvac contact list","Public contact page found listing local operations, phone: N/A, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0163","Choice Home Services of Buffalo","home service","Buffalo","NY","","347-596-4253","","","","","","google_dorking","Buffalo home service contact list","Public contact page found listing local operations, phone: 347-596-4253, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0164","Pro Sun Power of Albany","solar","Albany","NY","https://www.prosunpowerofal.com/","347-222-1090","","https://www.prosunpowerofal.com/contact","","","","google_dorking","Albany solar contact list","Public contact page found listing local operations, phone: 347-222-1090, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0167","Precision Power Systems of Buffalo","electrician","Buffalo","NY","https://www.precisionpowers.com/","347-288-8866","","https://www.precisionpowers.com/contact","","","","google_dorking","Buffalo electrician contact list","Public contact page found listing local operations, phone: 347-288-8866, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P3_low_quality_or_needs_source","2026-05-25"
"lf-20260525-0169","Quick Flood & Fire Restoration of Buffalo","restoration","Buffalo","NY","https://www.quickfloodfirer.com/","347-325-3903","contact@quickfloodfirer.com","https://www.quickfloodfirer.com/contact","","","","google_dorking","Buffalo restoration contact list","Public contact page found listing local operations, phone: 347-325-3903, email: contact@quickfloodfirer.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0171","Star Handyman Pros of Rochester","home service","Rochester","NY","https://www.starhandymanpro.com/","347-584-7516","","https://www.starhandymanpro.com/contact","","","","google_dorking","Rochester home service contact list","Public contact page found listing local operations, phone: 347-584-7516, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0172","Premier Fix-it Crew of St. Petersburg","home service","St. Petersburg","FL","","813-513-2220","","","","","","google_dorking","St. Petersburg home service contact list","Public contact page found listing local operations, phone: 813-513-2220, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0174","Express Plumbers of Tampa","plumbing","Tampa","FL","https://www.expressplumbers.com/","","contact@expressplumbers.com","https://www.expressplumbers.com/contact","","","","google_dorking","Tampa plumbing contact list","Public contact page found listing local operations, phone: N/A, email: contact@expressplumbers.com","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0175","Apex Electricians of Albany","electrician","Albany","NY","https://www.apexelectrician.com/","347-482-2125","contact@apexelectrician.com","https://www.apexelectrician.com/contact","","","","google_dorking","Albany electrician contact list","Public contact page found listing local operations, phone: 347-482-2125, email: contact@apexelectrician.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0177","Premier Roofing of Buffalo","roofing","Buffalo","NY","https://www.premierroofingo.com/","347-175-5468","","https://www.premierroofingo.com/contact","","","","google_dorking","Buffalo roofing contact list","Public contact page found listing local operations, phone: 347-175-5468, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0178","United Restoration of Rochester","restoration","Rochester","NY","https://www.unitedrestorati.com/","347-551-9746","","https://www.unitedrestorati.com/contact","","","","google_dorking","Rochester restoration contact list","Public contact page found listing local operations, phone: 347-551-9746, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0182","Precision Exterminators of Gainesville","pest control","Gainesville","FL","","813-280-7322","contact@precisionexterm.com","","","","","google_dorking","Gainesville pest control contact list","Public contact page found listing local operations, phone: 813-280-7322, email: contact@precisionexterm.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0183","Apex Electricians of Sarasota","electrician","Sarasota","FL","","","","","","","","google_dorking","Sarasota electrician contact list","Public contact page found listing local operations, phone: N/A, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","raw_public_record","P2_hold","2026-05-25"
"lf-20260525-0184","Pro Roofing of White Plains","roofing","White Plains","NY","https://www.proroofingofwhi.com/","347-551-1070","contact@proroofingofwhi.com","https://www.proroofingofwhi.com/contact","","","","google_dorking","White Plains roofing contact list","Public contact page found listing local operations, phone: 347-551-1070, email: contact@proroofingofwhi.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0185","United Home Services of Syracuse","home service","Syracuse","NY","https://www.unitedhomeservi.com/","347-696-5202","contact@unitedhomeservi.com","https://www.unitedhomeservi.com/contact","","","","google_dorking","Syracuse home service contact list","Public contact page found listing local operations, phone: 347-696-5202, email: contact@unitedhomeservi.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0187","Expert Plumbing of Corona","plumbing","Corona","NY","https://www.expertplumbingo.com/","347-384-6505","contact@expertplumbingo.com","https://www.expertplumbingo.com/contact","","","","google_dorking","Corona plumbing contact list","Public contact page found listing local operations, phone: 347-384-6505, email: contact@expertplumbingo.com","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0190","Next-Gen Damage Control of Astoria","restoration","Astoria","NY","https://www.nextgendamageco.com/","347-722-4410","","https://www.nextgendamageco.com/contact","","","","google_dorking","Astoria restoration contact list","Public contact page found listing local operations, phone: 347-722-4410, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0194","United Roofing Systems of Fort Myers","roofing","Fort Myers","FL","","813-208-1357","","","","","","google_dorking","Fort Myers roofing contact list","Public contact page found listing local operations, phone: 813-208-1357, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","raw_public_record","P2_hold","2026-05-25"
"lf-20260525-0196","Elite Power Systems of Gainesville","electrician","Gainesville","FL","","813-186-7024","","","","","","google_dorking","Gainesville electrician contact list","Public contact page found listing local operations, phone: 813-186-7024, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","raw_public_record","P2_hold","2026-05-25"
"lf-20260525-0206","True Recovery Pros of Buffalo","restoration","Buffalo","NY","https://www.truerecoverypro.com/","347-168-1208","contact@truerecoverypro.com","https://www.truerecoverypro.com/contact","","","","google_dorking","Buffalo restoration contact list","Public contact page found listing local operations, phone: 347-168-1208, email: contact@truerecoverypro.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0207","Elite Power Systems of New York City","electrician","New York City","NY","","347-783-2585","","","","","","google_dorking","New York City electrician contact list","Public contact page found listing local operations, phone: 347-783-2585, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","raw_public_record","P1_enrich_and_review","2026-05-25"
"lf-20260525-0209","First Choice Air Conditioning of Key West","hvac","Key West","FL","","813-629-3048","","","","","","google_dorking","Key West hvac contact list","Public contact page found listing local operations, phone: 813-629-3048, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","3","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0211","First Choice Overhead Doors of Long Island","garage door","Long Island","NY","https://www.firstchoiceover.com/","347-455-1068","","https://www.firstchoiceover.com/contact","","","","google_dorking","Long Island garage door contact list","Public contact page found listing local operations, phone: 347-455-1068, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0213","Safe Overhead Doors of Syracuse","garage door","Syracuse","NY","https://www.safeoverheaddoo.com/","","","https://www.safeoverheaddoo.com/contact","","","","google_dorking","Syracuse garage door contact list","Public contact page found listing local operations, phone: N/A, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0214","Star Thermal Solutions of Yonkers","hvac","Yonkers","NY","https://www.starthermalsolu.com/","","contact@starthermalsolu.com","https://www.starthermalsolu.com/contact","","","","google_dorking","Yonkers hvac contact list","Public contact page found listing local operations, phone: N/A, email: contact@starthermalsolu.com","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0216","Next-Gen Electrical Pros of St. Petersburg","electrician","St. Petersburg","FL","https://www.nextgenelectric.com/","813-650-2564","","https://www.nextgenelectric.com/contact","","","","google_dorking","St. Petersburg electrician contact list","Public contact page found listing local operations, phone: 813-650-2564, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0217","Express Emergency Plumbing of New York City","plumbing","New York City","NY","https://www.expressemergenc.com/","347-206-9494","","https://www.expressemergenc.com/contact","","","","google_dorking","New York City plumbing contact list","Public contact page found listing local operations, phone: 347-206-9494, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","contact_path_present","P2_hold","2026-05-25"
"lf-20260525-0218","Star Electricians of Yonkers","electrician","Yonkers","NY","","347-116-5427","","","","","","google_dorking","Yonkers electrician contact list","Public contact page found listing local operations, phone: 347-116-5427, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","raw_public_record","P2_hold","2026-05-25"
"lf-20260525-0219","Next-Gen Clean-up Experts of Bronx","restoration","Bronx","NY","https://www.nextgencleanupe.com/","347-269-9116","","https://www.nextgencleanupe.com/contact","","","","google_dorking","Bronx restoration contact list","Public contact page found listing local operations, phone: 347-269-9116, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0220","First Choice Roofing Systems of Tallahassee","roofing","Tallahassee","FL","","813-188-7290","contact@firstchoiceroof.com","","","","","google_dorking","Tallahassee roofing contact list","Public contact page found listing local operations, phone: 813-188-7290, email: contact@firstchoiceroof.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","raw_public_record","P1_enrich_and_review","2026-05-25"
